57.09202576,13.30037308,160.2429962,160.8539581,162.1251068,24.81847382,159.5634003,8.377165794,11.37225723,45.48612213,177.5709229,146.3069,145.6845398,146.7133179,119.4094925,27.46285057,8.672807693,11.64775562,12
57.09202576,13.48721027,158.8364105,160.0891724,161.2483521,24.89898682,160.7230682,8.319279671,11.51188946,44.92936707,171.2010651,145.7888947,146.0268555,146.8478394,124.4529419,22.46572876,8.577185631,12.03709126,12
57.96282959,12.36413002,158.9268188,160.2883606,161.4266968,25.00884247,160.4221649,8.255331039,11.58464527,44.21512222,173.4524231,146.0278015,145.8640747,146.7742767,122.6188889,23.9491291,8.601036072,12.02601624,12
59.04238129,12.91386795,158.2650299,159.7140045,160.8260193,25.61414528,161.2381897,8.205519676,11.68740654,44.36503983,172.3334198,145.3623657,145.3353729,146.317749,123.3302383,23.87010765,8.421470642,11.92487621,12
58.78251266,12.80872726,158.5831604,159.8832245,161.0108337,25.39558983,160.8831635,8.219912529,11.62191486,44.62465668,171.0702972,145.3859406,145.5176697,146.5142212,124.7827454,22.4993782,8.485935211,11.99907303,12
57.97220612,12.57202911,158.7367096,160.1080017,161.1488342,24.78103638,160.6123047,8.20886898,11.55017471,44.92523575,171.4041595,145.7565308,145.723877,146.7151031,124.5131149,22.52057457,8.581008911,12.03129292,12
58.63358688,12.13761806,158.4208984,159.9225922,160.9161835,24.68274879,160.4458008,8.264839172,11.58984756,46.7054863,171.4030457,145.2103882,145.3621216,146.2337036,124.9954529,22.9750309,8.451568604,11.92563629,12
58.36395645,12.54702759,158.5926819,159.9868164,160.9814911,24.74256134,160.6204529,8.18546772,11.54534721,47.15851593,172.7252197,145.0014496,145.1748657,145.9395599,124.0129395,24.47442245,8.382181168,11.829566,12
57.9484787,12.66731834,158.3723907,159.8717804,160.8930206,24.59799576,160.723526,8.219409943,11.57493114,45.60290527,172.6819458,146.599472,146.2930145,147.106369,124.2901917,22.81599236,8.683489799,11.82071686,12
58.45567322,12.24082756,158.7022095,160.0180664,161.0351257,24.43820953,160.256897,8.144205093,11.4590292,45.71749878,173.5843201,145.798172,145.4119568,146.2940216,122.9568176,24.39572144,8.452568054,11.66798592,12
